label_id,label_name,acc_x_g_mean,acc_x_g_std,acc_x_g_min,acc_x_g_max,acc_x_g_rms,acc_x_g_mean_abs,acc_x_g_range,acc_x_g_mean_abs_diff,acc_x_g_std_diff,acc_x_g_zero_cross_rate,acc_y_g_mean,acc_y_g_std,acc_y_g_min,acc_y_g_max,acc_y_g_rms,acc_y_g_mean_abs,acc_y_g_range,acc_y_g_mean_abs_diff,acc_y_g_std_diff,acc_y_g_zero_cross_rate,acc_z_g_mean,acc_z_g_std,acc_z_g_min,acc_z_g_max,acc_z_g_rms,acc_z_g_mean_abs,acc_z_g_range,acc_z_g_mean_abs_diff,acc_z_g_std_diff,acc_z_g_zero_cross_rate,acc_mag_g_mean,acc_mag_g_std,acc_mag_g_min,acc_mag_g_max,acc_mag_g_rms,acc_mag_g_mean_abs,acc_mag_g_range,acc_mag_g_mean_abs_diff,acc_mag_g_std_diff,acc_mag_g_zero_cross_rate,corr_acc_x_y,corr_acc_x_z,corr_acc_y_z
5,STANDING,1.020999,0.0030080043,1.01161,1.02821,1.0210035,1.020999,0.016600013,0.0017631158,0.0023583537,0.25984251,-0.13179731,0.0058165654,-0.1511128,-0.1184379,0.1319256,0.13179731,0.032674894,0.0028255456,0.0038412423,0.21259843,0.0759384,0.005708333,0.05868553,0.08763644,0.076152645,0.0759384,0.028950911,0.003159457,0.0040809084,0.22834645,1.0322998,0.0029821005,1.0236142,1.0388858,1.032304,1.0322998,0.015271664,0.001802054,0.0023146914,0.24409449,-0.0802379,-0.353477,0.27847552
5,STANDING,1.0209005,0.0018649059,1.01574,1.025468,1.0209022,1.0209005,0.009727955,0.0010153365,0.0012990083,0.23622048,-0.13407601,0.0039697895,-0.143184,-0.1238283,0.13413477,0.13407601,0.019355707,0.0016275857,0.00209822,0.13385826,0.07600888,0.0041265385,0.06666255,0.08714827,0.07612081,0.07600888,0.020485722,0.0028319291,0.0034636685,0.32283464,1.0324843,0.0019790886,1.0266572,1.037164,1.0324862,1.0324843,0.010506749,0.0010935828,0.0013835804,0.20472442,-0.1333658,-0.059384167,0.06792764
5,STANDING,1.021178,0.0016237358,1.016271,1.025468,1.0211794,1.021178,0.009196997,0.00088622625,0.0011566499,0.18110237,-0.13583302,0.0033919853,-0.143184,-0.127627,0.13587536,0.13583302,0.015557006,0.0015966756,0.002055669,0.20472442,0.07472844,0.0036760645,0.06542775,0.08494946,0.074818805,0.07472844,0.019521713,0.0024730056,0.0030181182,0.23622048,1.0328915,0.0015941676,1.0278554,1.0369339,1.0328927,1.0328915,0.009078503,0.0009199747,0.001160087,0.19685039,0.111431815,-0.16000235,0.042632177
5,STANDING,1.0209476,0.0016794768,1.016118,1.026011,1.020949,1.0209476,0.0098929405,0.0011277067,0.0014539964,0.26771653,-0.13461918,0.0029581308,-0.1418027,-0.1274467,0.13465166,0.13461918,0.014356002,0.0013980098,0.0018170554,0.21259843,0.07539411,0.0039939214,0.06542775,0.08494946,0.07549982,0.07539411,0.019521713,0.0023027833,0.0029578416,0.21259843,1.0325527,0.0016903642,1.02723,1.0377622,1.0325541,1.0325527,0.010532141,0.0011507573,0.0014779916,0.27559054,-0.025998646,-0.15820195,0.071336016
5,STANDING,1.0081494,0.0034347854,0.9974581,1.015949,1.0081553,1.0081494,0.01849091,0.0018506276,0.0024946237,0.16535433,-0.2509985,0.005722149,-0.270837,-0.2350935,0.25106373,0.2509985,0.035743505,0.0018138273,0.0026354743,0.12598425,-0.011182737,0.0047652577,-0.02290218,0.009428611,0.012155709,0.011471188,0.03233079,0.002304016,0.0031890068,0.23622048,1.0390129,0.0031368397,1.030636,1.0462329,1.0390177,1.0390129,0.015596986,0.0019497806,0.0026400348,0.22834645,0.3428223,-0.08382022,0.2412789
5,STANDING,1.0093213,0.0023040876,1.001638,1.015505,1.009324,1.0093213,0.013866901,0.0013618338,0.001778755,0.23622048,-0.24781477,0.004601611,-0.257226,-0.2365285,0.24785751,0.24781477,0.02069749,0.0012060258,0.0014916995,0.062992126,-0.013588484,0.005221458,-0.02615563,-0.00435058,0.014557147,0.013588484,0.02180505,0.0021515305,0.002692431,0.1496063,1.0394111,0.0021705637,1.0323186,1.0449023,1.0394133,1.0394111,0.012583733,0.0013504544,0.0017839989,0.23622048,0.31563562,0.06883085,0.4426933
5,STANDING,1.00979,0.0023605612,1.004966,1.015505,1.0097929,1.00979,0.010538936,0.0014795571,0.0018169562,0.28346458,-0.24547544,0.0048538717,-0.257226,-0.2347644,0.24552344,0.24547544,0.022461593,0.0014247454,0.0018096325,0.10236221,-0.015921801,0.0052633747,-0.02887809,-0.00435058,0.016769223,0.015921801,0.02452751,0.0020384472,0.0025788334,0.11023622,1.0393456,0.002296272,1.0341139,1.0445966,1.0393482,1.0393456,0.010482669,0.0015108858,0.0018654846,0.22834645,0.26021364,0.08841203,0.5198986
5,STANDING,1.0102563,0.0021634381,1.00334,1.015463,1.0102587,1.0102563,0.012122989,0.0014148772,0.0017938379,0.24409449,-0.24463934,0.0033976524,-0.2537182,-0.2347644,0.24466293,0.24463934,0.0189538,0.0014800776,0.0019225285,0.18110237,-0.016241567,0.0039703236,-0.02887809,-0.00423016,0.016719809,0.016241567,0.02464793,0.0019541578,0.0026171228,0.18110237,1.0395948,0.002147086,1.0344591,1.0445966,1.039597,1.0395948,0.010137439,0.0014532026,0.0018490506,0.22834645,0.14437363,-0.14277256,0.04314019
5,STANDING,1.010144,0.0022085854,1.002174,1.014069,1.0101464,1.010144,0.011894941,0.0012949264,0.0016673021,0.21259843,-0.24523304,0.0028570383,-0.2517866,-0.2382996,0.24524969,0.24523304,0.013486996,0.0014291198,0.0018213433,0.21259843,-0.016717996,0.0035602944,-0.02538793,-0.00423016,0.017092898,0.016717996,0.02115777,0.002165756,0.002703059,0.22047244,1.0396302,0.0021316211,1.032015,1.0429181,1.0396323,1.0396302,0.01090312,0.0013222216,0.0016762646,0.20472442,0.18023825,-0.064606376,-0.022785882
5,STANDING,1.0096904,0.002119786,1.002174,1.013794,1.0096927,1.0096904,0.0116199255,0.0011666619,0.0015391135,0.27559054,-0.24501905,0.003001298,-0.2514682,-0.2382996,0.24503744,0.24501905,0.013168618,0.0014056757,0.0017895973,0.15748031,-0.017784076,0.0033535436,-0.02557545,-0.01012489,0.018097503,0.017784076,0.01545056,0.0021176818,0.0025125456,0.23622048,1.0391562,0.0021326956,1.032015,1.0431048,1.0391585,1.0391562,0.011089802,0.0012568508,0.001581641,0.25984251,0.068565965,0.06272339,0.14709337
5,STANDING,1.0097766,0.0020538107,1.004961,1.015896,1.0097786,1.0097766,0.010934949,0.0012684395,0.0016216272,0.30708662,-0.24357021,0.0026354266,-0.2505096,-0.2373351,0.24358447,0.24357021,0.013174489,0.0013176467,0.0017150063,0.21259843,-0.01762571,0.0035810755,-0.02557545,-0.006262776,0.01798582,0.01762571,0.019312674,0.0023090085,0.002856347,0.24409449,1.0388963,0.0020482931,1.0331317,1.0450591,1.0388983,1.0388963,0.011927366,0.001382855,0.0016854873,0.30708662,0.08309437,-0.089102894,0.18510121
5,STANDING,1.009726,0.0020955023,1.003571,1.015896,1.0097282,1.009726,0.012324929,0.0013764468,0.0017142267,0.2913386,-0.24395393,0.0030974525,-0.2523957,-0.2368059,0.24397361,0.24395393,0.015589789,0.001764823,0.0024154957,0.17322835,-0.016768755,0.00353684,-0.02508287,-0.004097803,0.01713769,0.016768755,0.020985067,0.0024358318,0.0030625076,0.26771653,1.0389241,0.002117009,1.0331317,1.0450591,1.0389262,1.0389241,0.011927366,0.0015144442,0.001821486,0.2992126,0.06242339,0.057596695,0.012316928
5,STANDING,1.0093579,0.0020939622,1.003019,1.014231,1.0093601,1.0093579,0.011211991,0.0013394206,0.0016820054,0.2519685,-0.2462363,0.0035258266,-0.2544247,-0.2368059,0.24626154,0.2462363,0.01761879,0.002088185,0.0028057806,0.25984251,-0.017661463,0.0039453134,-0.03008089,-0.004097803,0.018096762,0.017661463,0.025983088,0.0023533893,0.0030232486,0.21259843,1.0391221,0.0022665611,1.032034,1.0429479,1.0391247,1.0391221,0.010913849,0.0015083767,0.0018708118,0.25984251,-0.08752089,0.09876569,0.16763167
5,STANDING,1.0098287,0.0018796289,1.003019,1.014014,1.0098304,1.0098287,0.01099503,0.0011763441,0.0015310316,0.30708662,-0.24691951,0.003377316,-0.2544247,-0.2373135,0.24694261,0.24691951,0.017111197,0.0019813692,0.0025046354,0.23622048,-0.018290512,0.004336613,-0.03008089,-0.01015918,0.01879758,0.018290512,0.01992171,0.0023440348,0.0030188737,0.15748031,1.0397534,0.0020779243,1.032034,1.0449353,1.0397555,1.0397534,0.012901306,0.0013101345,0.001684141,0.23622048,-0.096847035,-0.054034166,0.32266828
5,STANDING,1.0106915,0.001885254,1.005542,1.015918,1.0106933,1.0106915,0.010375977,0.0011438432,0.0015104566,0.18897638,-0.24391156,0.004111262,-0.2538186,-0.2331843,0.24394621,0.24391156,0.020634308,0.0019466097,0.0023998986,0.18110237,-0.016629517,0.004428951,-0.02704317,-0.002676076,0.017209198,0.016629517,0.024367094,0.0023208065,0.0030444365,0.22834645,1.039857,0.002037944,1.0326843,1.0453007,1.039859,1.039857,0.012616396,0.001260169,0.0016418295,0.22047244,0.048055712,0.10360329,0.38568842
5,STANDING,1.0108198,0.0020040371,1.00465,1.015918,1.0108217,1.0108198,0.01126802,0.0013162734,0.0016293662,0.2519685,-0.24218985,0.0030539376,-0.2497032,-0.2331843,0.2422091,0.24218985,0.016518906,0.0019142056,0.0024194662,0.25984251,-0.015946707,0.0039403625,-0.02774195,-0.002676076,0.01642632,0.015946707,0.025065875,0.0024995941,0.0031896958,0.22834645,1.0395632,0.0020054593,1.0326843,1.0453007,1.0395651,1.0395632,0.012616396,0.0013515142,0.0017281639,0.2519685,0.08463984,0.24077149,0.121744595
5,STANDING,1.010428,0.0016631432,1.00465,1.016228,1.0104293,1.010428,0.011577964,0.0012133272,0.0015393134,0.2913386,-0.24257717,0.00269737,-0.2507422,-0.2363509,0.24259217,0.24257717,0.014391303,0.0016410447,0.0021497584,0.27559054,-0.014805755,0.0039779115,-0.02774195,-0.005414703,0.015330823,0.014805755,0.022327248,0.0025369572,0.0032541333,0.24409449,1.0392549,0.001638568,1.0348046,1.0452114,1.0392562,1.0392549,0.010406852,0.0012542855,0.0016173411,0.33858266,0.15895078,0.082178265,0.19592302
4,SITTING,0.92646015,0.005715941,0.9024631,0.9403026,0.92647773,0.92646015,0.037839532,0.0025298735,0.003860878,0.22834645,0.1687414,0.007473027,0.1398434,0.1871752,0.16890681,0.1687414,0.047331795,0.0025717118,0.003949564,0.17322835,0.37832934,0.008147775,0.3659201,0.4067535,0.37841704,0.37832934,0.040833414,0.0027456034,0.003587793,0.1496063,1.0149225,0.004722966,0.99532896,1.0267289,1.0149335,1.0149225,0.031399906,0.0025427078,0.0038509164,0.25984251,0.030975431,-0.5424585,0.16716081
4,SITTING,0.92869604,0.0026387277,0.9230763,0.9358822,0.92869973,0.92869604,0.012805939,0.0016523895,0.0021159775,0.26771653,0.16787158,0.0029048894,0.1598397,0.1759646,0.16789672,0.16787158,0.01612489,0.0014404294,0.001856937,0.12598425,0.37494737,0.003484214,0.3659201,0.3844061,0.37496355,0.37494737,0.018485993,0.0021474776,0.002781986,0.26771653,1.015512,0.002332556,1.0096465,1.0226971,1.0155147,1.015512,0.013050556,0.001456762,0.0018353845,0.28346458,-0.2067694,-0.31339312,0.12979168
4,SITTING,0.9281176,0.002194307,0.9214067,0.9346583,0.92812014,0.9281176,0.013251603,0.0013542541,0.0018202851,0.24409449,0.16851103,0.0029597494,0.1598397,0.1744584,0.16853702,0.16851103,0.014618695,0.0013228899,0.0017446618,0.13385826,0.37512043,0.0039538555,0.3638358,0.3829644,0.37514126,0.37512043,0.01912859,0.0024641259,0.0031337778,0.2519685,1.0151544,0.0020168696,1.0089995,1.0205213,1.0151565,1.0151544,0.011521816,0.0012936668,0.001677692,0.2913386,-0.32788706,-0.3066657,0.07737519
4,SITTING,0.91742665,0.060483556,0.6960658,1.069117,0.9194182,0.91742665,0.37305117,0.00960274,0.01761409,0.023622047,0.19544655,0.04816161,0.1384194,0.3354184,0.20129305,0.19544655,0.196999,0.008612338,0.01622936,0.070866145,0.36624727,0.07588591,0.1615828,0.5639844,0.3740264,0.36624727,0.4024016,0.008399677,0.013914536,0.047244094,1.0123258,0.030674051,0.9139782,1.1010749,1.0127904,1.0123258,0.18709671,0.007840071,0.0136991525,0.10236221,-0.118046574,-0.8306307,-0.3220557
4,SITTING,0.8433249,0.0918105,0.6960658,1.069117,0.84830767,0.8433249,0.37305117,0.016324304,0.022317447,0.05511811,0.31423706,0.106700286,0.1384194,0.4702471,0.33185822,0.31423706,0.3318277,0.012131566,0.017788302,0.05511811,0.41913885,0.100558914,0.1615828,0.5639844,0.43103302,0.41913885,0.4024016,0.011164501,0.015926315,0.023622047,1.0072174,0.032534648,0.9139782,1.1010749,1.0077426,1.0072174,0.18709671,0.012221122,0.017219786,0.13385826,-0.685263,-0.89086115,0.45647702
4,SITTING,0.7786038,0.029119022,0.705209,0.874014,0.7791481,0.7786038,0.168805,0.007847681,0.012703395,0.14173229,0.4211225,0.03322386,0.3064895,0.4702471,0.42243102,0.4211225,0.16375759,0.005295505,0.0076110265,0.023622047,0.4677964,0.02842164,0.3965745,0.5582344,0.46865898,0.4677964,0.1616599,0.005229085,0.008189579,0.03937008,1.0025098,0.011622782,0.98073393,1.058707,1.0025772,1.0025098,0.07797307,0.005588252,0.009538691,0.25984251,-0.7175995,-0.45775747,-0.113936156
4,SITTING,0.77833164,0.003421084,0.7676861,0.7856816,0.7783392,0.77833164,0.017995477,0.0019103087,0.0024707909,0.23622048,0.43380582,0.0038438456,0.4235446,0.4489616,0.43382287,0.43380582,0.025417,0.0021348833,0.0028030393,0.25984251,0.45340586,0.00393109,0.4444582,0.4662367,0.4534229,0.45340586,0.021778524,0.0018440797,0.0025312838,0.16535433,0.9998006,0.0022861098,0.99310905,1.005737,0.99980325,0.9998006,0.0126279,0.001470838,0.0019108205,0.28346458,-0.5205836,-0.37475514,0.057306983
4,SITTING,0.7783598,0.00224863,0.7706567,0.7851748,0.778363,0.7783598,0.014518082,0.0015333708,0.001992133,0.20472442,0.43377548,0.002295246,0.4267952,0.4409072,0.43378156,0.43377548,0.014111996,0.0014112631,0.0019553022,0.24409449,0.4522226,0.0033956803,0.4446757,0.4613826,0.45223534,0.4522226,0.016706884,0.001649303,0.0021707092,0.19685039,0.999264,0.0019143105,0.99297744,1.0040536,0.99926585,0.999264,0.011076152,0.0013302715,0.0016703277,0.25984251,-0.458291,-0.18810171,-0.04877299
4,SITTING,0.7780775,0.002042672,0.7706567,0.7830879,0.7780801,0.7780775,0.012431204,0.0010298495,0.0013999509,0.18897638,0.43399894,0.0022029576,0.4267952,0.438958,0.43400458,0.43399894,0.012162775,0.0014154555,0.0018326676,0.28346458,0.45127648,0.0033886791,0.4442089,0.4610676,0.45128924,0.45127648,0.016858697,0.0018086625,0.0023931745,0.18110237,0.9987119,0.00225763,0.99250937,1.0038943,0.9987145,0.9987119,0.011384964,0.00145598,0.0018541347,0.2913386,-0.23904134,-0.07945804,0.14214355
4,SITTING,0.77835417,0.0022543208,0.7731562,0.783101,0.77835745,0.77835417,0.009944797,0.0011643922,0.0015692712,0.21259843,0.43409097,0.0023577525,0.4290432,0.4430884,0.43409735,0.43409097,0.014045209,0.0016364652,0.0019528876,0.32283464,0.45066136,0.0029688466,0.4438996,0.459491,0.45067114,0.45066136,0.015591413,0.0018479838,0.0024851228,0.22047244,0.9986893,0.0022422567,0.99250937,1.0035188,0.9986918,0.9986893,0.011009455,0.001488465,0.0018442543,0.27559054,-0.31694394,-0.092592485,0.2432383
4,SITTING,0.77801466,0.002530204,0.7729414,0.7857266,0.7780188,0.77801466,0.012785196,0.001303716,0.0017590667,0.18110237,0.4349119,0.0026208851,0.4296449,0.4430884,0.43491983,0.4349119,0.0134435,0.0016313456,0.0020269773,0.22834645,0.45093948,0.003605023,0.4397985,0.459491,0.4509539,0.45093948,0.01969251,0.0018675703,0.002415894,0.20472442,0.99891144,0.001960913,0.99532723,1.00388,0.99891335,0.99891144,0.00855279,0.0013047208,0.0016433767,0.2519685,-0.2710507,-0.45762745,0.04247877
4,SITTING,0.9574623,0.00467927,0.9450406,0.968194,0.95747375,0.9574623,0.023153424,0.0023921612,0.0033562537,0.12598425,0.14459705,0.010007148,0.1116331,0.1581309,0.14494291,0.14459705,0.0464978,0.0026424683,0.0037497808,0.05511811,0.3142913,0.0067148297,0.2984177,0.3334356,0.314363,0.3142913,0.035017908,0.002950617,0.003917349,0.21259843,1.0181231,0.0037052669,1.0044023,1.0292193,1.0181298,1.0181231,0.02481699,0.0022311923,0.0032411816,0.23622048,-0.48365766,-0.3480115,0.0524438
4,SITTING,0.9546895,0.002840932,0.9474999,0.9629479,0.9546938,0.9546895,0.015448034,0.0017042957,0.0024559235,0.23622048,0.15588588,0.005016263,0.1418323,0.1687341,0.15596655,0.15588588,0.026901796,0.0015183416,0.0019791608,0.13385826,0.31367874,0.0045943973,0.3026267,0.3225754,0.31371242,0.31367874,0.019948691,0.0024516108,0.0031185672,0.22047244,1.016943,0.0028358032,1.0088657,1.0227715,1.016947,1.016943,0.013905764,0.0016396561,0.0022467123,0.23622048,-0.14227483,-0.08088784,-0.22529523
4,SITTING,0.95520514,0.0029622235,0.9459184,0.9618085,0.95520973,0.95520514,0.015890121,0.0014516716,0.0018671886,0.18110237,0.1572661,0.003779508,0.1479362,0.1687341,0.1573115,0.1572661,0.020797908,0.0014824152,0.0018401665,0.23622048,0.3122626,0.0045458497,0.3019302,0.3236515,0.3122957,0.3122626,0.021721303,0.002515236,0.0032035992,0.22047244,1.0171989,0.002746469,1.0088657,1.0246949,1.0172026,1.0171989,0.015829206,0.0014067156,0.0017941016,0.19685039,-0.19224215,-0.24442464,0.025928494
4,SITTING,0.9557314,0.0030953619,0.9459184,0.9630642,0.95573646,0.9557314,0.017145813,0.00159051,0.0021405364,0.22047244,0.15579644,0.0031395226,0.1465973,0.1664388,0.15582806,0.15579644,0.019841507,0.0015806442,0.0020081736,0.17322835,0.31257656,0.004412895,0.2983559,0.3236515,0.31260774,0.31257656,0.025295585,0.0024832392,0.0031855628,0.27559054,1.017561,0.002775551,1.0113963,1.0246949,1.0175648,1.017561,0.013298631,0.0015250172,0.0019716856,0.20472442,-0.167815,-0.31283155,0.092281
4,SITTING,0.95468456,0.0029408294,0.9476106,0.9630642,0.9546891,0.95468456,0.015453577,0.0014248992,0.0019507944,0.11811024,0.16009057,0.0048668855,0.1465973,0.170955,0.16016452,0.16009057,0.024357706,0.0015612053,0.0020010371,0.062992126,0.31225938,0.004119078,0.2983559,0.3223294,0.31228653,0.31225938,0.023973495,0.0023495595,0.0030719223,0.28346458,1.0171516,0.0030532388,1.0083569,1.0241572,1.0171562,1.0171516,0.015800238,0.0016202194,0.0020780358,0.24409449,-0.31819102,0.12691578,-0.0069590276
4,SITTING,0.9550955,0.0027922487,0.9476106,0.9603653,0.95509964,0.9550955,0.012754679,0.0012641503,0.0017601538,0.14173229,0.16055924,0.004249049,0.1521729,0.170955,0.16061544,0.16055924,0.018782109,0.0015958898,0.0020148833,0.13385826,0.31091025,0.0049936282,0.2948953,0.3220539,0.31095034,0.31091025,0.027158618,0.0023731776,0.0030560829,0.21259843,1.0171986,0.003112846,1.0083569,1.0231075,1.0172035,1.0171986,0.0147506,0.0016314082,0.0020868045,0.22047244,-0.42701578,0.14504528,0.20081529
4,SITTING,0.9552963,0.002681211,0.9480277,0.9616283,0.95530003,0.9552963,0.013600647,0.0014940838,0.001995224,0.19685039,0.15900642,0.0034493085,0.1521729,0.1661824,0.15904383,0.15900642,0.0140095055,0.0015008872,0.001998987,0.22047244,0.3099124,0.004668477,0.2948953,0.3220539,0.30994758,0.3099124,0.027158618,0.0020281882,0.0026397416,0.16535433,1.0168347,0.002749587,1.0085692,1.0231075,1.0168386,1.0168347,0.014538288,0.001632589,0.0020410751,0.25984251,-0.32497725,-0.05738231,0.13596348
4,SITTING,0.95434004,0.0026700266,0.9465714,0.9616283,0.9543438,0.95434004,0.015056908,0.0017359594,0.0021856606,0.27559054,0.16265947,0.0036797065,0.1532105,0.1715425,0.16270109,0.16265947,0.01833199,0.0012601358,0.0017271854,0.11811024,0.31006223,0.0038044595,0.3013442,0.3169765,0.31008556,0.31006223,0.015632302,0.0018338829,0.0023096574,0.15748031,1.016558,0.002555566,1.009585,1.022094,1.0165613,1.016558,0.012508988,0.0017963122,0.0021736764,0.2913386,-0.36645493,-0.03536584,-0.10628021
4,SITTING,0.9545649,0.0024958167,0.9465714,0.9594862,0.9545682,0.9545649,0.012914777,0.0017136444,0.0021269252,0.2992126,0.16323698,0.003356253,0.1546606,0.1715425,0.16327149,0.16323698,0.016881898,0.0014994325,0.0019980713,0.17322835,0.30901533,0.0038214887,0.300365,0.3172375,0.30903894,0.30901533,0.016872495,0.0019987405,0.0024816494,0.20472442,1.0165412,0.0026304554,1.009585,1.0221598,1.0165447,1.0165412,0.012574792,0.0017708887,0.0021295405,0.2519685,-0.2678574,0.12432196,-0.15563114
